1537.statecounty,MS_lCaiborne,MS_Claiborne
316.county,Denali Borough,Litchfield 
2426.statecounty,SC_Georgetwon,SC_Georgetown
2263.countytwo,ucks ,Bucks 
32.fips,2185.0,1005
219.fips,1017.0,6055
2664.statevalue,XT,TX
206.statevalue,yCA,CA
410.statecounty,AK_Yukon-Koyukuk Census Area,GA_Butts
630.statecounty,IA_Pgae,IA_Page
604.statefips,104,19
1848.countytwo,Frankvlin ,Franklin 
468.statefips,68,13
3083.countytwo,Whaktcom ,Whatcom 
1272.county,Ioco ,Iosco 
239.fips,2060.0,6095
327.county,Kodiak Island Borough,Baker 
2909.statevalue,AV,VA
599.countytwo,Hardibn ,Hardin 
2235.countytwo,Jospehine ,Josephine 
2080.fipstwo,f93053,f39053
2345.county,Corozal Mnuicipio,Corozal Municipio
1236.county,Washingotn ,Washington 
2226.statecounty,R_Curry,OR_Curry
118.statecounty,AK_Kodiak Island Borough,AR_Drew
1328.statevalue,MyN,MN
1273.countytwo,Irno ,Iron 
569.statefips,77,19
1345.fipstwo,f72049,f27049
342.statevalue,LF,FL
299.statevalue,xCO,CO
2438.statevalue,C,SC
1985.countytwo,Lylon ,Lyon 
637.statefips,82,19
227.statefips,2.0,6
1142.county,bIeria Parish,Iberia Parish
60.county,Bristol Bay Borough,Geneva 
1476.county,Monro ,Monroe 
175.county,Denali Borough,Swains Island
195.statefips,2.0,6
422.countytwo,Clamy ,Clay 
2503.county,Pottezr ,Potter 
1004.countytwo,rBarren ,Barren 
374.fips,2198.0,12097
349.fipstwo,f02188,f12049
1162.statevalue,AL,LA
184.county,Denali Borough,Maricopa 
57.fips,2050.0,1055
116.fipstwo,f02240,f05039
363.statecounty,AK_Bethel Census Area,FL_Liberty
167.fips,2164.0,5141
366.fips,2016.0,12083
1797.county,Oxliver ,Oliver 
152.fips,2110.0,5111
1294.county,Missaukee ***,Missaukee 
1325.statevalue,NM,MN
2294.countytwo,Luzern e,Luzerne 
187.fips,5067.0,4019
1713.countytwo,Ireudell ,Iredell 
85.fips,2105.0,1111
2280.countytwo,Fayette ***,Fayette 
1453.fipstwo,f2g9091,f29091
1042.statevalue,Y,KY
326.statecounty,AK_Bristol Bay Borough,FL_Alachua
603.statefips,69,19
225.statevalue,AC,CA
304.statevalue,OC,CO
1026.fipstwo,21053,f21053
2153.countytwo,Chotcaw ,Choctaw 
2065.countytwo,Clakr ,Clark 
2248.fipstwo,f4109,f41059
974.countytwo,Ric e,Rice 
312.fips,2013.0,8123
301.statevalue,CkO,CO
2029.statecounty,NY_Osswego,NY_Oswego
614.statefips,52,19
1710.statevalue,hNC,NC
269.fips,2013.0,8037
870.county,Randoplh ,Randolph 
1536.countytwo,fChoctaw ,Choctaw 
2277.statecounty,PA_Delawbare,PA_Delaware
1528.statevalue,MuS,MS
2359.statecounty,PR_JayuyaMunicipio,PR_Jayuya Municipio
1636.fipstwo,f3057,f30057
2872.statevalue,UeT,UT
237.statefips,2.0,6
55.statecounty,AK_Aleutians West Census Area,AL_Elmore
178.county,Hoonah-Angoon Census Area,Cochise 
2523.statecounty,N_Campbell,TN_Campbell
290.statecounty,AK_Yakutat City and Borough,CO_Mineral
1045.statevalue,Y,KY
2499.county,Mninehaha ,Minnehaha 
2746.statecounty,jTX_King,TX_King
248.fips,2016.0,6113
2041.county,St. Lawrenc e,St. Lawrence 
412.statevalue,GuA,GA
2931.fipstwo,f51l053,f51053
541.countytwo,Warruen ,Warren 
2737.statecounty,XT_Johnson,TX_Johnson
1126.countytwo,aBienville ,Bienville 
386.countytwo,Sduwannee ,Suwannee 
1556.statevalue,SM,MS
1826.countytwo,Bronw ,Brown 
1491.countytwo,Polck ,Polk 
3187.county,Ming o,Mingo 
59.statevalue,LA,AL
370.statevalue,LF,FL
296.statevalue,hCO,CO
2317.fipstwo,f41225,f42125
369.fips,2150.0,12087
2663.statevalue,X,TX
1821.statevalue,EN,NE
1611.statecounty,MT_Bline,MT_Blaine
2806.statevalue,XT,TX
6.fips,2016.0,2068
417.statevalue,A,GA
2644.countytwo,arson ,Carson 
679.fipstwo,f10645,f16045
1025.countytwo,Cla y,Clay 
1651.fipstwo,f30058,f30085
2346.countytwo,Cuebra Municipio,Culebra Municipio
2191.countytwo,Murray ***,Murray 
119.fipstwo,f02110,f05045
1750.fipstwo,f7171,f37171
359.fipstwo,f02068,f12069
303.county,Kodiak Island Borough,Rio Grande 
1948.fipstwo,f35011***,f35011
489.countytwo,McDuffei ,McDuffie 
75.fips,1129.0,1091
311.fips,2070.0,8121
1919.fipstwo,f33d017,f33017
129.statefips,2.0,5
701.statecounty,ILAdams,IL_Adams
2356.fipstwo,f720y67,f72067
2511.countytwo,Tripp ***,Tripp 
2667.statevalue,TmX,TX
393.fips,2013.0,13001
784.county,Schuylre ,Schuyler 
1126.statevalue,LkA,LA
914.countytwo,Decatu r,Decatur 
168.statevalue,AlR,AR
43.fips,2164.0,1027
2987.fipstwo,f511s37,f51137
1663.county,Wbaux ,Wibaux 
1141.county,GrantParish,Grant Parish
