indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,12-19 years,76.0,"Percent of population, crude",1,Race and Hispanic origin,95.0,10.12,Not Hispanic or Latino: Black or African American only,200-32006,4.0,1-19 years,0.3,22.9,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic origin,87.0,3.12,Not Hispanic or Latino: Black or African American only,200-52008,5.0,12-19years,0.3,24.2,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic origin,37.0,3.12,Not Hispanic or Latino: Black or African American only,2007-2010,6.0,2-19 years,0.3,24.1,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic origin,79.0,41.12,Not Hispanic or Latino: Black or African American only,2009-2012,7.0,12-19 yhears,0.3,22.9,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,64.0,"Percent of population, crde",1,Race and Hispanic origin,86.0,73.12,Not Hispanic or Latino: Black or African American only,2011-2014,8.0,12-19 yeairs,0.3,22.6,2.3,-
Ofbesity among children and adolescents aged 2-19 years,12-19 years,52.0,"Percent of population, crude",1,Race and Hispanic origin,19.0,48.12,Not Hispanic or Latino: Black or African American only,2013-2016,9.0,12-19 yeras,0.3,25.0,2.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,36.0,"Percent of population, crude",1,Race and Hispanic origin,38.0,87.12,Not Hispanic or Latino: Black or African American only,2015-2018,10.0,12-9 years,0.3,28.2,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,88.0,"Percent of populatiozn, crude",1,Race and Hispanic origin,56.0,30.13,Not Hispanic or Latino: Asian only,1988-1994,37.0,12-19 yeadrs,0.3,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,12-19 yegars,4.0,"Percent of population, crude",0,Race and Hispanic origin,71.0,3.13,Not Hispanic or Latino: Asian only,1999-2002,23.0,12-19 years,26.3,17.9,1.4,-
Obesity among children and adolescentys aged 2-19 years,12-19 years,38.0,"Percent of population, crude",1,Race and Hispanic origin,92.0,3.13,Not Hispanic or Latino: Asian only,20m01-2004,3.0,12-19 yeasr,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,52.0,"Percent of population, crude",1,Race and Hispanic origin,18.0,3.13,Not Hispanic or Latino: Asian only,2003-2006***,4.0,1219 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,27.0,"Percent of population, crude",1,Race and Hispanic origin,82.0,54.13,Not Hispanic or Latino: Asian only,20k05-2008,5.0,12-19 yeas,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,56.0,"Percent of population, crude",1,Race and Hispanic origin,72.0,3.13,Not Hispanic or Latino: Asian only,2007-2010,6.0,12-19 eyars,0.3,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,12-19 years,15.0,"Percent of population, crued",1,Race and Hispanic origin,41.0,3.13,Not Hispanic or Latino: Asian only,2009-2012,7.0,12-19 years,57.3,17.9,1.4,-
Obesity mong children and adolescents aged 2-19 years,12-19 years,27.0,"Percent of population, crude",1,Race and Hispanic origin,4.0,3.13,Not Hispanic or Latino: Asian only,2011-2014,8.0,12-19 yars,0.3,9.4,1.6,***
Obesity among children and adolescents aged 2-19 years,12-19 years,70.0,"Percent of population, crude",1,Race and Hispanic origin,6.0,3.13,Not Hispanic or Latino: Asian only,2013-2016,9.0,12-19 yaers,0.3,8.8,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,34.0,"Percent of population, crude",1,Race and Hispanic origin,68.0,3.13,Not Hispanic or Latino: Asian only,2015-2018,10.0,12-19 years,41.3,11.5,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of populatiobn, crude",1,Race and Hispanic origin,4.0,3.21,Hispanic or Latino: All races,1988-1994,66.0,12t-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,16.0,"Percent of population, crude",1,Race and Hispanic oirgin,3.0,3.21,Hispanic or Latino: All races,1999-2002,45.0,12-9 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hipanic origin,3.0,3.21,Hispanic or Latino: All races,2001-2004,29.0,1-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,1219 years,4.0,"Percent of population, crude",1,Rae and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,003-2006,4.0,2-19 years,0.3,17.9,1.4,v-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic origin,13.0,3.21,Hispanic or Latino: All races,20p05-2008,5.0,12-19 yeasr,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic orgin,3.0,3.21,Hispanic or Latino: All races,2007-2010,6.0,2-19 years,0.3,22.5,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,34.0,"Percenat of population, crude",0,Rae and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2009-2012,7.0,12-19 years,55.3,22.9,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,95.0,"Percent of population, crude",0,Race and Hisapnic origin,3.0,3.21,Hispanic or Latino: All races,2101-2014,8.0,12-19 years,35.3,22.8,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,103.0,"Percent of populaion, crude",0,ace and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2013-2016,9.0,12-19 years,75.3,25.9,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,54.0,"Percent of population, crude",0,Race and Hispnaic origin,3.0,3.21,Hispanic or Latino: All races,2015-2018,10.0,12-19 years,18.3,28.2,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic oriign,3.0,3.22,Hispanic or Latino: Mexican: All races,1988-1994,20.0,12-1 years,0.3,13.8,2.1,-
Obesity amongchildren and adolescents aged 2-19 years,12-19 years,87.0,"Percenlt of population, crude",1,Race and Hispanic origin,62.0,3.22,Hispanic r Latino: Mexican: All races,1999-2002,15.0,12-19 years,62.3,22.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,38.0,"Percent of population, crude",0,Race and Hispaic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2001-204,3.0,2-19 years,0.3,18.6,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race an dHispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2003-006,4.0,12-n19 years,0.3,21.1,1.4,***
Obesity among children and adolescents aged 2-19 years,12-19 years,14.0,"Percent of population, crude",1,Race and iHspanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,0205-2008,5.0,12-19y ears,0.3,23.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",0,Race and Hispanxic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,007-2010,6.0,12-19years,0.3,23.1,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Race and Hispanic orixgin,3.0,3.22,Hispanic or Latino: Mexican: All races,2009-2012,7.0,21-19 years,0.3,23.8,1.9,l-
Obesity among children and adolescents aged 2-19 years,12-19 years,53.0,"Percent of population, crude",1,wRace and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8.0,12-19 yeaprs,0.3,23.5,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,55.0,"Percent of population, crude",0,Race and Hispanic orjigin,3.0,3.22,Hispanic or Latino: Mexican: All races,z2013-2016,9.0,12-19 yers,0.3,26.6,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,34.0,"Percent of population, crude",0,ace and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10.0,2-19 years,0.3,30.6,2.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,91.1,Male: Not Hispanic or Latino: Black or African America,1988-1994***,1.0,12-19 yeahrs,0.3,10.7,1.4,x-
Obesity among children and adolescents aged 2-19 years,12-19 years,8.0,"Percent of population, crude",1,Sex and rac eand Hispanic origin,4.0,51.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,6.0,12-19 yeas,0.3,18.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-t19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,3.0,12-19 yeas,0.3,17.6,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,57.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,99.1,Male: Not Hispanic or Latino: Black or African America,003-2006,4.0,12-19 yearis,0.3,18.4,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,53.0,"Percent of population, curde",1,Sex and race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,200a5-2008,5.0,12-91 years,0.3,19.1,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 yeasr,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,57.1,Male: Not Hispanic or Latino: Black or African America,2007-2010,6.0,12-19 yaears,0.3,21.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,15.0,"Percent of population, crukde",1,Sex and race and Hisapnic origin,4.0,99.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7.0,12-19 years,17.3,22.0,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,76.0,"Prcent of population, crude",0,Sex and race and Hispanic origin,4.0,63.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8.0,12-19h years,0.3,20.9,2.2,***
Obesity among children and adolescents aged 2-19 years,12-19 years,95.0,"Percent of population, crude",0,Sex and race and Hispanic origin,4.0,72.1,Male: Not Hispanic or Latino: Black or African America,2013-2016,9.0,1c2-19 years,0.3,22.0,2.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,7.0,"Percent of population, crude",1,Sex and race and Hispanic oriign,4.0,42.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10.0,121-9 years,0.3,23.0,2.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crue",1,Sex and race and Hispanic origni,4.0,4.111,Male Not Hispanic or Latino: White only,1988-1994,63.0,12-1y9 years,0.3,11.6,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White olny,1999-2002,68.0,12-91 years,0.3,14.6,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,12.0,"Percent of population, crude",1,Sex and race and Hsipanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2001-2040,3.0,12-19 years,14.3,17.9,1.7,-
bOesity among children and adolescents aged 2-19 years,12-19 years,100.0,"Percent of population, crude",1,Sex nd race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,203-2006,4.0,12-1u9 years,0.3,17.3,2.0,
Obesity among children and adolescents aged 2-19 years,12-19 years,55.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,200l5-2008,5.0,12-91 years,0.3,16.1,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,77.0,"Percent of population, crude",1,Sex and racee and Hispanic origin,4.0,4.111,Male: Not ispanic or Latino: White only,2007-2010,6.0,12q-19 years,0.3,17.1,2.1,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,ex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7.0,12-19 yers,0.3,17.9,2.7,s-
Obesity among children and adolescents aged 2-19 years,12-19 years,77.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,011-2014,8.0,12-19 yeaxrs,0.3,18.7,2.9,-
Obesity amnong children and adolescents aged 2-19 years,12-19 years,61.0,"Percent of population, crude",0,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latio: White only,2013-2016,9.0,12-9 years,0.3,16.3,2.5,-
Obesity among children and adolesecnts aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispnaic or Latino: White only,2015-2018,10.0,12-19y ears,0.3,15.8,1.8,-
Obesity among children and afdolescents aged 2-19 years,12-19 years,26.0,"Percent of population, crude",1,Sex and race and Hispanic orign,4.0,4.113,Male: Not Hispanic or Latino: Asian olny,1988-1994,79.0,2-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,101.0,"Percent of population, crude",1,Sex and race and Hispainc origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,3.0,12-19 yeabrs,0.3,17.9,1.4,-
Obesity amogn children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex anid race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,20012004,3.0,12-19m years,0.3,17.9,1.4,k-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of populationn, crude",1,Sex anwd race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,200-2006,4.0,12-19 yepars,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,98.0,"Percent of population, crude",1,Sex nad race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2005-0208,5.0,12-19y ears,0.3,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,12-19 years,60.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2007-2010,6.0,12-19 years,58.3,17.9,1.4,-
Obesity among children nd adolescents aged 2-19 years,12-19 years,4.0,"Percetn of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7.0,12-19 yeasr,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of poulation, crude",0,Sex and race and Hispanic oigin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,201-2014,8.0,2-19 years,0.3,12.9,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,100.0,"Percent of population, crude",1,Sex and ace and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2013-20s16,9.0,12-19 years,3.3,9.1,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,39.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10.0,1-19 years,0.3,13.0,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,56.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,1988-1994,31.0,12-19 yars,0.3,17.9,1.4,-
Obesity among children and daolescents aged 2-19 years,12-19 years,53.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,1999-2002,44.0,12-19 ears,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race adn Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2001-2004,38.0,12-19 yaers,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race an dHispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2003-2006***,4.0,12-9 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,91.0,"Percent of population, crude",1,ex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2b005-2008,5.0,12-19 years,75.3,17.9,1.4,-
Obesity among children and daolescents aged 2-19 years,12-19 yaers,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2007-2010,6.0,12-19 yars,0.3,26.0,2.1,-
Obesity among childretn and adolescents aged 2-19 years,12-19 yeoars,4.0,"Percent of population, crude",0,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2009-2012,7.0,21-19 years,0.3,25.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,28.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2011-2014,8.0,12-19 years,67.3,22.7,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,13.0,"Percent of population, crude",1,Sex and rcae and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2013-2016,9.0,12-19 years,45.3,26.7,1.9,-
Obesity amogn children and adolescents aged 2-19 years,12-19 years,27.0,"Percent of population, crude",0,Sex and race and Hispnic origin,4.0,4.121,Male: Hispanic or Latino: All races,2015-2018,10.0,12-19 years,0.3,31.1,3.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,19.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,1988-1994,86.0,21-19 years,0.3,14.1,1.8,w-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,100.0,12-19 yeasr,0.3,24.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,80.0,"Percent of population, crude",1,Sex and rce and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2001b-2004,3.0,12-19 yiears,0.3,20.0,1.5,-
Obesity aomng children and adolescents aged 2-19 years,12-19 years,71.0,"Percent of population, crude",1,Sex and race and Hispanci origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,20y03-2006,4.0,12r-19 years,0.3,22.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,46.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008***,5.0,12-19k years,0.3,26.2,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,83.0,"Percent of population, crude",1,Sex and race nad Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6.0,12-19 ears,0.3,27.9,3.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and orace and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7.0,1s2-19 years,0.3,27.0,2.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican:A ll races,2011-2014,8.0,12-19 ytears,0.3,22.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,72.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9.0,12-1r9 years,0.3,26.4,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,16.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2015-2018,10.0,12-19 years,0.3,33.3,3.3,n-
Obesity among children and adolrescents aged 2-19 years,12-19 years,100.0,"Percento f population, crude",1,Sex and race and Hsipanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,1988-1994,12.0,12-19 yeras,0.3,8.9,1.7,***
Obesity among children and adolescents aged 2-19 years,12-19 years,6.0,"Percen of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,1999-2002,28.0,1219 years,0.3,12.6,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,57.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2001-2004,3.0,12-19 years,36.3,14.6,2.0,s-
Obesity among children and adolescents aged 2-19 years,12-19 years,28.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,0203-2006,4.0,12-19years,0.3,14.5,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,79.0,"Percwent of population, crude",1,Sex and race and Hispanicc origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2005-208,5.0,2-19 years,0.3,14.0,2.1,
bOesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race adn Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6.0,12-19 eyars,0.3,14.6,1.8,***
Obesity among children and adolescents aged 2-19 years,12-19 years,48.0,"Percent of population, crude",1,Sex and race and Hisanic origin,4.0,4.211,Female: Not Hispanic or Latnio: White only,0209-2012,7.0,12-e19 years,0.3,17.8,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,70.0,"Percent of population, crude",0,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8.0,12-19 yers,0.3,20.4,3.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,103.0,"Percent of population, crude",1,Sex and racea nd Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9.0,12-91 years,0.3,18.1,3.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,61.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,201-2018,10.0,12-19 years,81.3,16.0,2.2,
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanic orgin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,51.0,1-219 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 yearbs,12-19 yearts,4.0,"Percent of population, crude",1,Sex and race and Hisanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002,93.0,21-19 years,0.3,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,12-19 years,102.0,"Percent of population, crude",1,Sex and racae and Hispanic origin,4.0,4.213,Female: Not Hispanic or Ltaino: Asian only,2001-2004,3.0,12-19 years,3.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,33.0,"Percent of population, crude",1,Sex and race and Hispanic oigin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2003-006,4.0,12-19 years,31.3,17.9,1.4,b-
Obesity among children and adolescents aged 2-19 years,12-19g years,4.0,"Percent of populantion, crude",1,Sex anvd race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian oly,2050-2008,5.0,12-19 fyears,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of populaiton, crude",1,Sex and race andHispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2007-2010,6.0,12-19 yars,0.3,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,12-19 years,40.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7.0,m12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,49.0,"Percent of population, crude",0,Sex and race andw Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino:A sian only,2011-2014,8.0,12-19 years,88.3,5.7,1.7,*
besity among children and adolescents aged 2-19 years,12-19 years,56.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian onnly,2013-2016,9.0,12-19 years,28.3,8.4,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,79.0,"Percent of population, ecrude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asia only,2015-2018,10.0,12-19y ears,0.3,10.0,2.3,-
Obesity among hcildren and adolescents aged 2-19 years,12-19 years,29.0,"Percent of popqulation, crude",1,Sex and race and Hispani corigin,60.0,4.221,Female: Hispanic or Latino: All races,1988-1994,6.0,12-19 yars,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,103.0,"Percent of population, crude",1,Se xand race and Hispanic origin,13.0,4.221,Female: Hispanic or Latino: All races,1999-2002,2.0,12-19 yetars,0.3,17.9,1.4,-
Obesity amnog children and adolescents aged 2-19 years,12-19 years,103.0,"Percent of population, crude",1,Sex and race and Hispanicorigin,4.0,4.221,Female: Hispanic or Latino: All races,2001-2004,3.0,12v-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,98.0,"Percent of population, crude",0,Sex and raceand Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2003-006,4.0,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,60.0,"Percent of population, crude",1,Sexa nd race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2050-2008,5.0,12-19 xyears,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,5.0,"Percent of popultion, crude",1,Sex and race and Hispanic origin,48.0,4.221,Female: Hispanic or Latino: All races,2007-2010,6.0,12-19 years,80.3,18.7,1.9,t-
Obesity among children and adolescents aged 2-19 years,12-19 years,21.0,"Percent of population,d crude",1,Sex and race and Hispanic origin,52.0,4.221,Female: Hispanic or Latino: All races,2009-2012,7.0,12-19 years,47.3,20.6,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,71.0,"Percent of population, crude",1,Sex and race and Hispanic origin,52.0,4.221,Female: Hispanic or Latino: All races,2011-2014,8.0,12-19 ears,0.3,22.8,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,80.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2013-2016,9.0,12-19 yezars,0.3,25.0,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,33.0,"Percent of population, crude",1,Sex and race and Hispanic origin,95.0,4.221,Female: Hispanic or Latino: All races,2015-2018,10.0,12-19 ypears,0.3,25.1,2.8,
Obesity among children and adolescents aged 2-19 years,12-19 years,21.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,19p88-1994,1.0,12-19years,0.3,13.4,3.1,*
Obesity among children and adolescents aged 2-19 years,12-19 years,50.0,"Percent of population, crude",1,Sex and race andHispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,12.0,12-19x years,0.3,19.6,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,70.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2q004,3.0,1-219 years,0.3,17.1,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race an Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: ll races,200-32006,4.0,2-19 years,0.3,19.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4.0,"Percent of population, crude",1,Sex and race and Hispanci origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,20052008,5.0,1-219 years,0.3,21.3,2.1,-
