yearvalue(long),statevalue,hai,operativeprocedure,facidone(long),facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount(double precision),infectioncount(double precision),sir(double precision),comparison,sirninefivecill(double precision),sirninefiveciul(double precision),notes
2013,California,SI,Cesarean section,50000037,"Twin Cities Community Hospital, Templeton",.,.,.,.,Sa Luis Obispo,142.0,0.0,0.0,o Difference,0.0,16.04,~ See Data Dictionary
2013,Califronia,SSI,Cesarean section,220000031,"UCSF Medical Center, San Francisco",220000b015,"UCSF Medical Center at Mount Zion, San Frnacisco",.,***,San Francisco,522.0,6.0,1.12,No Dfifference,0.46,2.34,† See data dictionary
1099,Californqia,SI,Cesarean section,930000187,"USC Verdugo Hills Hospital, Glendale",.,.,.,.,Los Angeles,255.0,0.0,0.0,No Diffeerence,0.0,9.63,~ See Data Dictionary
2013,California,SSI,Cesarean section,110000070,"Ukiah Valley Meddical Center/Hospital Drive, Ukiah",.,w.,.,,Mendocino,221.0,2.0,4.62,No Difference,0.56,16.69,~ See Data Dictionary
2013,California,SSI,Cesareanr section,30000113,"University of California Davvis Medical Center, Sacramento",.,***,.,.,Sacramento,562.0,0.0,0.0,Low,0.0,0.5,~ See Data Dictionary
2013,California,SI,Cesarean section,60000071,"University of California Irvine Medicfal Center, Orange",.,,w.,.,Orange,435.0,1.0,0.2,Lgow,0.01,0.99,~ See Data Dictionary
1829,California,SSI,Cesarean section,90000154,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",***,.,San Diego,703.0,3.0,0.49,No Difference***,0.12,1.32,† See data dictionary
2013,California,SSI,Cesarean section,930000129,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,1540.0,1.0,0.15,Low,0.01,0.71,~ See Data Dictionary
2013,California,SSI,Cesarean sectino,140000797,"Valleycare Medical Center, Pleasanton",140000199,"Valley Memorial Hospital, Livermore",.,r.,Alameda,481.0,0.0,0.0,No Difference,0.0,5.43,† See datav dictionary
2013,California,SSI,Cearean section,50000039,Ventura County Medical Center,63000957,"Ventura County Medical eCnter, Santa Paula Hospital",c.,.,Ventura,470.0,2.0,1.22,No Difference,0.21,4.04,† See data dictionary
2033,California,SSI,Cesarean seyction,240000054,"Victor Valley Community Hospital, Victorville",.,.,***,.,San Bernardino,539.0,0.0,0.0,No Difference,0.0,2.58,~ See Data Dictionay
2013,uCalifornia,SSI,Cesarean section,140000118,"Washington Hospital, Fremont",q.,,.,.,oAlameda,495.0,1.0,0.65,No Difference,0.03,3.21,~ See Data Dictionry
2013,alifornia,SI,Cesarean section,70000155,Watsonville Community Hospital,.,.,c.,q.,Santa Cruz,384.0,2.0,2.05,No Difference,0.25,7.42,~ See Data Dictionry
1933,Califogrnia,SIS,Cesaren section,930000028,nWest Hills Hospital and Medical Center,.,.,.,.,Los Angeles,297.0,0.0,0.0,No Differece,0.0,2.17,~ See Data Dictionary
2013,Californipa,SI,Cesarean section,60000074,Western Meidcal Center Anaheim,.,.,,.,Orange,382.0,0.0,0.0,NoD ifference,0.0,4.97,~ See Data Dictionary
2013,California,mSSI,Cesarean section,60000073,Westegrn Medical Center Santa Ana,.,e.,.,,Orange,784.0,0.0,0.0,Low,0.0,0.92,~ See Data Dictionary
2013,Californwia,SSI,Cesarean section,930000151,Whittier Hospital Medical Center,.,d.,.,.,Los Angelse,1058.0,2.0,1.03,No Difference,0.17,3.4,~ See Data Dictionary
2013,California,SSI,Cesarean section,30000146,Woodladn Memorial Hospital,.,.,***,***,Ylo,170.0,0.0,0.0,oN Difference,0.0,12.22,~ See Data Dictionary
1448,California,SSI,Colon urgery,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",.,.,v.,***,range,100.0,0.0,0.0,Low,0.0,0.92,~ See Data Dictionary
2361,alifornia,SSI,Colon surgery,40000122,"Adventist Medical Center, Hanford",630012960,Adventist Medical Center-Slma,.,***,Kings-Frenso,68.0,2.0,1.1,No Difference,0.19,3.65,† See data dictionarwy
2013,alifornia,SSI,Colon surgery,40000124,"Adventist Medical Center, Reedley",s.,.,.,.,Freso,20.0,0.0,0.0,No Difference,0.0,0.93,~ See DataD ictionary
1908,California,SSI,Colon surgery,140000034,"Alameda County Medical Center, Oakland",14000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",***,***,Alameda,103.0,5.0,1.69,No Diffjerence,0.62,3.75,† See data dictionary
2013,California,SSI,Colon surgery,140000011,Alameda Hospiatl,h.,.,.,***,Alamea,20.0,0.0,0.0,No gDifference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,930000005,Alhambra Hospital Medical Center,.,.,.,.,Los Angeles,61.0,0.0,0.0,No Difference***,0.0,2.48,~ See Data Dictionary
2013,California,SSI,Colon surgery,140000012,"Ala Bates Summit Medical Center, Alta Bates Campus, Berkeley",140000060,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,.,Alameda,74.0,2.0,0.81,No Differencpe,0.14,2.68,† See data dictionary
2013,Califonria,SSI,Colon svurgery,140000425,"Ata Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,Alameda,123.0,3.0,0.75,No Difference,0.19,2.05,† eSe data dictionary
2013,aClifornia,SSI,Colon surgry,90000013,"Alvarado Hospial Medical Center, Campus #1, San Diego",090000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,q.,San Diego,31.0,0.0,0.0,N oDifference,0.0,0.93,† See ata dictionary
2013,California,SSI,Cooln surgery,930000008,"Antelope Valley Hospital, Lancaster",p.,.,.,e.,Los Angeles,171.0,12.0,2.49,igh,1.35,4.23,~ See Data Dicitonary
2013,Caliofrnia,SSI,b Colon surgery,240000100,"Arrowhead Regional Medical Center, Colton",.,.,.,.,San Bernardino,143.0,1.0,0.22,No Differednce,0.01,1.06,~ See Data Dictionary
2013,California,SSI,Colon surgery,120001330,Bakersfield Heart Hospital,***,,.,.,Kern,25.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,120000338,Bakersfield Memorial Hfospital,.,.,.,.,Kern,114.0,0.0,0.0,Low,0.0,0.93,~ See Data Dictionary
2152,California,SSI,Colon surgery,230000008,"Banner Lassen Medical Center, Susanville",,.,***,.,Lassen***,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Caliofrnia,SSI,olon surgery,240000001,Barstow Commuwnity Hospital,k.,***,.,.,San Bernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ eSe Data Dictionary
2013,California,SSI,Colon sugrery,30000114,"Barton Memorial Hospital, South Lake Tahoe",b.,.,***,.,El Dorado,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Califonria,SSI,Colon surjgery,930000012,"Beverly Hospital, Montebello",.,.,.,.,Los Angeles,27.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Califonia,SSI,Colon surgery,230000001,"Biggs Gridley Memoral Hospital, Gridley",.,.,.,***,Butte,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictioanry
2013,Californai,hSSI,Colon surgery,930000002,"California Hospital Medical Center, Los Angeles",.,x.,.,.,Los Angeles,81.0,1.0,0.43,o Difference,0.02,2.13,~ See Data Dictionary***
2013,Califomrnia,SSI,Colon surgery,220000023,"California Pacific Medical Center, Davies Campus Hospital, SF",.,***,,.,San Francico,20.0,0.0,0.0,No Differnece,0.0,0.93,~ See Data Dictionary
1338,California,SSI,Colon surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus Hospital, SF",.,***,Sn Francisco,196.0,9.0,1.81,No Difference,0.88,3.33,† Se data dictionary
2013,California,SvSI,Colon surgery,220000018,"California Pacific Medical Center, St Luke''s Campus ,San Francisco",***,g.,.,.,San Francisco,36.0,2.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,930000004,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angles,622.0,24.0,1.24,No Differece,0.82,1.82,~ See Data Dictionay
2013,California,SSI,Colon surgery,930000022,"Centinela Hospital Medical Center, Inglewuood",.,.,.,.,Los Angeles,42.0,0.0,0.0,No Difference,0.0,2.2,~ See Data Dictionary
1831,California,SSI,Colon surgery,60000006,"Chapman Medical Center, Orange",.,.,i.,,Orange,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1978,California,SSI,Colon surgery,40000129,"Childrens Hospital Central California, Madera",.,.,***,o.,Madera,71.0,3.0,1.54,No Difference,0.39,4.2,~ See Data Dictionary
2013,Calfornia,vSSI,Colon surgery,60000007,"Children''s ospital of Orange County, Orange",x.,.,.,.,Orange,40.0,0.0,0.0,No Difference,0.0,2.62,~ See Data Dictionary
2013,Califrnia,SI,Colon suregry,140000014,Childrens Hospital and Research Center at Oakland,.,.,.,.,lameda,29.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Califoria,SIS,Colon suurgery,930000034,Cihldrens Hospital of Los Angeles,.,.,w.,.,Los Angeles,81.0,1.0,0.42,No Difference,0.02,2.09,~ See rData Dictionary
2076,California,SSI,Colon surgery,220000003,"Chinese Hospital, San Francisqco",.,m.,.,.,San Francicso,37.0,0.0,0.0,No Difference,0.0,2.88,~ See Data Dicvtionary
2013,Californai,SI,Colon surgery,240000003,"Chino Valley Medical Center, Chino",.,.,.,***,San Bernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2757,alifornia,SSI,Colon surgery,930000070,"Citrus Valley Medical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV, West Covina",h.,.,Los Angeles,142.0,6.0,1.2,No Differenec,0.49,2.49,† See data dictionary
2013,California,SSI,Colon surgery,930000036,"City of Hope Helford Clinical Research Hospital, Duarte",***,b.,.,.,Los Angeles,113.0,2.0,0.48,oN Difference,0.08,1.58,~ See Data Dictionary
2013,California,SSI,uColon surgery,40000095,Clovis Community Medical Center,***,z.,.,.,Frsno,142.0,3.0,0.84,No Difference,0.21,2.27,~ See Daat Dictionary
2013,California,SIS,Colon surgery,930000038,"Coast Plaza Hospital, Norwalk",.,.,***,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ Se eData Dictionary
2013,California,SSI,Colon surgery,60000021,"Coastal Communities Hospital, Santa Ana",.,.,.,.,Orange,20.0,0.0,0.0,o Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,230000259,Colusa Reg Medical Center,***,.,.,.,Colusa,20.0,0.0,0.0,No Diffreence,0.0,0.93,~ See Data Dictionary
1269,California,SSI,Colno surgery,930000082,Community Hospital Long Beach,.,.,.,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data ictionary
2655,California,SSI,Colon surgeyr,240000082,Communilty Hospital of San Bernardino,.,.,.,.,an Bernardino,39.0,0.0,0.0,No Difference,0.0,2.2,~ See Data Dictionary
2013,California,SSI,Colon surgery,70000137,"Community Hospital of The Monterey Peninsula, Monterey",***,.,***,.,Moznterey,101.0,2.0,0.74,o Difference,0.12,2.44,~ See Data Dictionary
2013,California,SSI,Colon surgery,50000014,"Community Memorial Hospital, San Buenaventura, Ventura",.,.,.,.,Ventura,96.0,1.0,0.33,No Difference,0.02,1.64,~ See Daat Dictionary
2013,California,SSI,Colon surgaery,40000101,"Community Regional Medical Center, Fresno",.,.,.,,rFesno,214.0,12.0,1.52,No Difference,0.82,2.58,~ See Data Dictioary
2013,Calfornia,SSjI,Colon surery,930000040,Community and Mission Hotspital of Huntington Park,.,.,.,,Los Angles,20.0,0.0,0.0,No ifference,0.0,0.93,~ See Data Dictionary
2013,Caifornia,SSI***,Colon surgery,140000195,"Contra Costa Regional Medical Center, Martinez",***,,,***,Contra Costa,68.0,4.0,1.99,No Diffeence,0.63,4.79,~ See Data Dictionary
1832,California,SIS,Colon surgery,250000006,"Corona Regional Myedical Center, Campus #1",250000007,"Corona Regional Medical Center, Campus #2",.,.,Riversidme,20.0,0.0,0.0,No Diffeernce,0.0,0.93,† See data dictioary
2013,Callifornia,SSI,Colon surgrey,30000117,"ameron Hospital, Stockton",.,.,.,o.,San Joaquin,39.0,1.0,0.74,No Diffoerence,0.04,3.66,~ See Data Dictionary
2013,California,SSI,Colon srugery,120000336,Delano Regional Medical Center,.,.,.,.,Krn,20.0,0.0,0.0,No Differnce,0.0,0.93,~ See Data Dcitionary
2013,California,SI,Colon surgery,250000008,"Desert Regional Medical Center, Palm Springs",.,u.,.,.,Riverside,153.0,1.0,0.19,Low,0.01,0.94,~ See Data Dictionary
2013,California,SIS,Colon surgery,240001330,"Desert Valley Hospital, Victorville",.,***,.,.,San Bernardno,22.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Californpia,SSI,Colon surgery,30000118,Doctors Hospital of Manteca,,q.,.,.,San Joquin,24.0,1.0,0.0,No Differene,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,30000122,"Doctors Medical Center, Modesto",.,.,***,.,Stanislaus,124.0,5.0,1.13,No Difference,0.41,2.51,~ See Data Dictionary
2253,California,SSI***,Colon surgery,110001204,"Doctors Medical Center, San Pablo",***,.,.,.,Contra Costa,37.0,0.0,0.0,No Difference,0.0,0.93,~ See DataD ictionary
1450,Caliornia,SSI,Colon surgery,70000139,Dominican Hospital,z.,.,.,.,Santa Cruz,100.0,0.0,0.0,No Difference,0.0,1.13,~ See Data Dictionary
2013,Calfornia,SSI,Colon surgery,930000052,Downey Reional Medical Center,,.,***,.,Los Angeles,51.0,0.0,0.0,No Difference,0.0,2.76,~ See Data Dictionary
2013,California,SSI,Cnolon surgery,930001709,"Earl & Loraine Miller Children's Hospital, Long Beach",.,***,.,.,Los Angeles,47.0,0.0,0.0,No Differkence,0.0,2.5,~ See Data Dictionary
2491,California,SSI***,Colon ssurgery,930000053,"East Los Angeles Doctors Hospital, Los Angeles",p.,.,t.,.,Lo Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Gallbladder surgery,110000058,"St Helna Hospital, St Helena",.,,.,.,Napa,24.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dicionary
2013,Caulifornia,SSI,Colon surgery,140000183,"Eden Medical Center, Castro Valley",***,n.,.,.,Alameda,64.0,1.0,0.41,No Diffrence,0.02,2.0,~ See Data Dictionary
2013,California,SIS,Colon surgery,250000011,"Eisenhower Medical Center, Rancho Mirage",.,.,,f.,Riverside,255.0,4.0,0.69,No Difference,0.22,1.65,~ Se eData Dictionary
2766,California,SSI,Colon surgery,70000136,"El Camino Hsopital, Los Gatos",***,x.,k.,i.,Santa Clara,36.0,0.0,0.0,No Difference,0.0,0.93,~ See Data nDictionary
2013,California,SI,olon surgery,70001351,"El Camino Hsopital, Mountain View",.,,.,,Santa Clara,212.0,0.0,0.0,Low,0.0,0.43,~ See Data Ditcionary
2013,California,SSI,Colon surgery,90000040,El Centro Regional Medical Center,k.,.,.,.,Imperial,43.0,2.0,1.64,No Difference,0.28,5.43,~ See Data Dcitionary
2013,Calfiornia,SSI,Colon surgery,30000125,"Emanuel Medical Center Inc, Turlock",***,***,***,.,Stanislaus,80.0,1.0,0.43,No Difference,0.02,2.11,~ See Data Dictionary
2013,Califorfnia,eSSI,Colon surgery,930000054,"Encino Hospital Medical Center, Encino",.,e.,.,.,Los Angeles,20.0,0.0,0.0,o Difference,0.0,0.93,~ See Data Dictionary
1710,California,SSI,Colon surgery,230000013,"Enloe Medical Center-Cohasset, Chico",230000002,"Enloe Medical Center-Eplanade, Chico",230000405,"Enloe Rehabilitation Center, Chico",Butte,114.0,0.0,0.0,Low,0.0,0.77,† Seed ata dictionary
2007,California,SSI,Colon surgery,230000019,"Fairchild Medical Center, Yreka",***,.,,.,Siskiyou,27.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1317,California,SSI,Coslon surgery,80000043,Fallbrook Hospital Dstrict,.,.,q.,.,Sa nDiego,20.0,0.0,0.0,No Difference,0.0,0.93,~See Data Dictionary
2013,Calfornia,SSI,Colon surgery,230000005,"Feather River Hospital, Paradise",.,m.,.,,Butte,48.0,0.0,0.0,N oDifference,0.0,2.13,~ See Data Dictionary
2013,alifornia,SSI,Colonsurgery,930000056,"Foothill Presbyterian Homspital-Johnston Memorial, Glendora",.,.,,.,Los Angeles,44.0,1.0,0.82,No Difference,0.04,4.04,~ See Data Dcitionary
2013,California,SSI,Colon surgery,60000011,Fountain Valley Regional Hosiptal & Medical Center,60000936,Fountain Valley Regional Hospital & Medical Center,.,,Oange,127.0,2.0,0.53,No Difference,0.09,1.74,† See data dictionary
1294,Cailfornia,SI,Colon surgery,110000008,"Frank R. Howard Memorial Hospital, Willits",.,.,.,.,Mendocino,20.0,0.0,0.0,No Differencqe,0.0,0.93,~ See Data Dictionary
2013,Ctalifornia,SSI,Colon surgeyr,230000261,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital,Marysville",,.,Sutter-Yba,81.0,3.0,1.41,NoD ifference,0.36,3.83,† See data dictionayr
2267,California,SSI,Colon surgery,50000016,"French Hospital Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,40.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SI,Colon surgery,40001397,Fresno Heairt and Surgical Hospital,.,,.,.,Fresno,115.0,2.0,0.75,No Difference,0.13,2.48,~ See Data Dictionary
2437,Calhifornia,SI,Colon surgery,40000254,Fresno Surgical Hospital,.,.,.,.,Fresno,20.0,0.0,0.0,No Diference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,60000058,Garden Grove Hospital and Medical Cnter,.,.,***,.,Ornage,26.0,0.0,0.0,No Dfference,0.0,0.93,~ See Data Dictionary
2013,California,SIS,Colon sugery,930000058,"Garfield Medical Center, Monterey Park",,.,.,l.,Los Angeles,40.0,0.0,0.0,No Difference,0.0,2.91,~ See Data Dictionary
2013,Califrnia,SSI,Colon surgrery,70000141,"George L. Mee Memorial Hospital, King City",j.,.,.,.,zMonterey,20.0,0.0,0.0,No Dxifference,0.0,0.93,~ See Data Dictionary
2013,California,ShSI,Colon surgery,930000059,Glendale Adventist Medical Center,,.,.,***,Los Angelpes,60.0,0.0,0.0,No Diufference,0.0,1.85,~ See Data Dictionary
2286,California,SSI,Colon surgery,930000093,Glendale Memorial Hospital and Health Center,.,,.,,Los Angeles,102.0,2.0,0.64,No Difference,0.11,2.11,~ See Data Dictionary
2013,California,SSI,Colon surgery,50000017,"Goltea Valley Cottage Hospital, Santa Barbara",.,.,.,.,Santa Barbara,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dicitonary
2013,California,SSI,Colon surgery,930000068,"Good Samaritan Hospital, Losa Angeles",.,.,.,.,Los Angelse,49.0,3.0,1.99,No Difference,0.51,5.42,~ See Data Dictionary
2013,California,SSI,Coalon surgery,70000153,"Good Samaritan Hospital, Suan Jose",070000154,"Mission Oaks Hospital, Los Gatos",.,.,Santa Clara,156.0,4.0,0.79,No Dmifference,0.25,1.91,† See data dictionary
1765,California,SSI,Colo surgery,930000062,"Greater El Monte Community Hospital, South El Monte",,.,.,w.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,80000045,"Grossmont Hospital, La Mesa",.,,.,.,San Diego,201.0,0.0,0.0,Low,0.0,0.47,~ See Datra Dictionary
2013,Califonria,SSI,Colon surgery,70000142,"Hazel Hawkin sMemorial Hospital, Hollister",***,.,.,e.,San Benito,20.0,0.0,0.0,Nuo Difference,0.0,0.93,~ See Daat Dictionary
2013,Californxia,SSI,Colton surgery,110000009,Healdsburg District Hosital,.,,.,c.,onoma,20.0,0.0,0.0,No Differnce,0.0,0.93,~ See Data Dictionary
1574,California,SSI,Colon surgery,250000012,Hemet Valley Medical Center,.,.,.,***,Riverside,78.0,2.0,0.75,No Difference,0.13,2.48,~ See Data Dictionary
2013,Cailfornia,SSI,Colon surgery,930000063,"Henry Mayo Newhall Memorial Hospital, Valencia",.,.,.,l.,Los Angeles,57.0,0.0,0.0,No Differenec,0.0,1.79,~ See Dabta Dictionary
2013,California,SIS,Colon surgery,240000014,"Hi-Desert Medical Center, Joshua Tree",.,.,.,.,San Bernardino,23.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,60000014,"Hoag MemorialH ospital Presbyterian, Newport Beach",060001022,"Hoag Hospital, Ivrine",g.,.,Orafnge,284.0,7.0,0.6,No Difference,0.26,1.18,† See data dictionary
1961,California,SI,Colon surgery,930000065,"Hollywood Presbyterian Medical Center, Los Angeles",.,,.,.,Los Angeles,43.0,1.0,0.88,No Difference,0.04,4.33,~ See Data Dictionary
2166,alifornia,SSI,Colon surgry,60000015,Huntington Beach Hospital,.,.,.,.,Ornage,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Colon surgery,930000026,"Huntington Memorial Hospital, Pasadena",.,***,,.,Los Angles,231.0,10.0,1.29,No Dfiference,0.66,2.3,~ See Data Dictionary
2013,Caliafornia,wSSI,Colon surgery,250000017,"John F. Kennedy Memorial Hospital, Indio",.,e.,.,.,Riverside,63.0,0.0,0.0,No Differtence,0.0,2.0,~ See Data Dictionayr
2013,Califronia,SSI,Colon surwgery,140000196,"John Muir Medical Center, Concord",,.,.,g.,Contra Costa,151.0,7.0,1.51,No Difference,0.66,3.0,~ See Data Dictionary
2934,California,SSI,Colon surgery,140000187,"John mMuir Medical Center, Walnut Creek",.,***,.,.,Contra Csota,188.0,4.0,0.56,No Difference,0.18,1.36,~ See Data Dictionary
1539,Californai,SSI,Colon surgery,110000011,"Kaiser Foundation Hospital & Remhab. Center, Vallejo",.,.,m.,.,Solano,108.0,0.0,0.0,Low,0.0,0.72,~ See Data Dictionary
2013,California,SSI,Colon surgery,930000071,"Kaiser Foundation Hospital South Bay, Harbor City",.,c.,,.,Los Angeles,154.0,2.0,0.41,o Difference,0.07,1.36,~ See Data Dictionary
