year_start,year_end,location_abbr,location_desc,datasource,class,topic,question,data_value_unit,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,total,poverty_level,ageyears,birth_order,education,gender,marital_status,metropolitan,race_ethnicity,wic_participation,geo_location,class_id,topic_id,question_id,data_value_type_id,location_id,stratification_category_one,stratification_one,stratification_category_id_one,stratification_id_one
2004,2004,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,63.3,63.3,,,58.1,68.2,775.0,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q006,VALUE,26,Total,Total,OVR,OVERALL
2016,2016,IL,Illinois,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,82.6,82.6,,,78.3,86.2,561.0,Total,,,,,,,,,,"(40.48501028300046, -88.99771017799969)",BF,BF1,Q006,VALUE,17,Total,Total,OVR,OVERALL
2004,2004,NJ,New Jersey,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,33.7,33.7,,,27.2,40.9,494.0,Total,,,,,,,,,,"(40.13057004800049, -74.27369128799967)",BF,BF1,Q003,VALUE,34,Total,Total,OVR,OVERALL
2012,2012,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,11.8,11.8,,,5.0,25.1,95.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q008,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2002,2002,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,24.5,24.5,,,23.3,25.8,11840.0,,,,,,,,,,Ineligible,,BF,BF1,Q004,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.6,15.6,,,11.5,20.7,1253.0,,,,,,,,,2 or more races,,,BF,BF1,Q008,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2007,2007,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,31.1,31.1,,,24.8,38.2,255.0,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q001,VALUE,29,Total,Total,OVR,OVERALL
2012,2012,CT,Connecticut,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,22.1,22.1,,,16.3,29.2,226.0,Total,,,,,,,,,,"(41.56266102000046, -72.64984095199964)",BF,BF1,Q008,VALUE,9,Total,Total,OVR,OVERALL
2001,2001,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,84.5,84.5,,,83.1,85.8,11694.0,,,,,College graduate,,,,,,,BF,BF1,Q006,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,40.1,40.1,,,37.6,42.7,3727.0,,200 - 399,,,,,,,,,,BF,BF1,Q002,VALUE,59,% Poverty Level,200 - 399,POV,POV200399
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,72.9,72.9,,,70.8,74.9,5734.0,,,20 - 29,,,,,,,,,BF,BF1,Q006,VALUE,59,Age (years),20 - 29,AGEYR,AGEYR2029
2009,2009,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,36.2,36.2,,,30.6,42.3,482.0,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q007,VALUE,51,Total,Total,OVR,OVERALL
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,36.5,36.5,,,34.0,39.1,4114.0,,200 - 399,,,,,,,,,,BF,BF1,Q004,VALUE,59,% Poverty Level,200 - 399,POV,POV200399
2015,2015,SC,South Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,24.4,24.4,,,19.0,30.8,290.0,Total,,,,,,,,,,"(33.998821303000454, -81.04537120699968)",BF,BF1,Q008,VALUE,45,Total,Total,OVR,OVERALL
2013,2013,OH,Ohio,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,22.3,22.3,,,17.1,28.5,251.0,Total,,,,,,,,,,"(40.06021014100048, -82.40426005599966)",BF,BF1,Q008,VALUE,39,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,41.4,41.4,,,38.9,44.0,4753.0,,,,,,,,,,Yes,,BF,BF1,Q001,VALUE,59,WIC Participation,Yes,WIC,WICYES
2011,2011,CT,Connecticut,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,19.2,19.2,,,14.1,25.6,247.0,Total,,,,,,,,,,"(41.56266102000046, -72.64984095199964)",BF,BF1,Q008,VALUE,9,Total,Total,OVR,OVERALL
2003,2003,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,19.2,19.2,,,15.2,23.9,428.0,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q004,VALUE,51,Total,Total,OVR,OVERALL
2011,2011,IN,Indiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,74.1,74.1,,,67.3,79.9,259.0,Total,,,,,,,,,,"(39.766910452000445, -86.14996019399968)",BF,BF1,Q006,VALUE,18,Total,Total,OVR,OVERALL
2016,2016,ME,Maine,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,32.8,32.8,,,26.5,39.8,245.0,Total,,,,,,,,,,"(45.254228894000505, -68.98503133599962)",BF,BF1,Q008,VALUE,23,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,36.4,36.4,,,35.2,37.7,14955.0,,,,,,,,,Non-Hispanic White,,,BF,BF1,Q007,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,24.7,24.7,,,23.4,26.1,13259.0,,,,First born,,,,,,,,BF,BF1,Q004,VALUE,59,Birth Order,First born,BO,BOFIRST
2013,2013,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,75.3,75.3,,,68.2,81.2,317.0,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q006,VALUE,37,Total,Total,OVR,OVERALL
2015,2015,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,82.3,82.3,,,75.8,87.4,263.0,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q006,VALUE,29,Total,Total,OVR,OVERALL
2015,2015,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,58.8,58.8,,,51.5,65.6,317.0,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q005,VALUE,37,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,32.1,32.1,,,29.6,34.6,4980.0,,,,,,Male,,,,,,BF,BF1,Q001,VALUE,59,Gender,Male,GEN,MALE
2012,2012,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,40.0,40.0,,,28.4,52.9,126.0,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q002,VALUE,27,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,33.3,33.0,,,29.8,36.9,1955.0,,600 or greater,,,,,,,,,,BF,BF1,Q002,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2008,2008,NJ,New Jersey,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,53.9,53.9,,,46.0,61.6,237.0,Total,,,,,,,,,,"(40.13057004800049, -74.27369128799967)",BF,BF1,Q002,VALUE,34,Total,Total,OVR,OVERALL
2013,2013,WI,Wisconsin,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,80.3,80.3,,,73.0,86.0,239.0,Total,,,,,,,,,,"(44.39319117400049, -89.81637074199966)",BF,BF1,Q006,VALUE,55,Total,Total,OVR,OVERALL
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,21.1,21.1,,,19.0,23.4,4186.0,,Less than 100,,,,,,,,,,BF,BF1,Q004,VALUE,59,% Poverty Level,Less than 100,POV,POV0099
2006,2006,SD,South Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,18.4,18.4,,,14.2,23.5,349.0,Total,,,,,,,,,,"(44.353130053000484, -100.3735306369997)",BF,BF1,Q008,VALUE,46,Total,Total,OVR,OVERALL
2007,2007,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,25.8,25.8,,,19.6,33.1,460.0,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q003,VALUE,24,Total,Total,OVR,OVERALL
2012,2012,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,64.7,64.7,,,55.6,72.8,234.0,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q006,VALUE,5,Total,Total,OVR,OVERALL
2006,2006,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,36.6,36.6,,,29.5,44.3,231.0,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q001,VALUE,26,Total,Total,OVR,OVERALL
2014,2014,VI,Virgin Islands,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,85.9,86.0,,,80.4,90.0,332.0,Total,,,,,,,,,,"(18.335765, -64.896335)",BF,BF1,Q006,VALUE,78,Total,Total,OVR,OVERALL
2011,2011,LA,Louisiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,30.3,30.3,,,24.6,36.7,285.0,Total,,,,,,,,,,"(31.31266064400046, -92.44568007099969)",BF,BF1,Q005,VALUE,22,Total,Total,OVR,OVERALL
2000,2000,ME,Maine,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,66.3,66.3,,,51.6,78.4,145.0,Total,,,,,,,,,,"(45.254228894000505, -68.98503133599962)",BF,BF1,Q006,VALUE,23,Total,Total,OVR,OVERALL
2013,2013,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,84.8,84.8,,,77.8,89.9,375.0,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q006,VALUE,24,Total,Total,OVR,OVERALL
2009,2009,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,39.4,39.4,,,32.8,46.4,326.0,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q002,VALUE,6,Total,Total,OVR,OVERALL
2009,2009,NY,New York,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.3,15.3,,,12.4,18.7,807.0,Total,,,,,,,,,,"(42.82700103200045, -75.54397042699964)",BF,BF1,Q008,VALUE,36,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,35.9,35.9,,,34.2,37.6,7368.0,,,,,College graduate,,,,,,,BF,BF1,Q001,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2005,2005,GA,Georgia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,16.7,16.7,,,12.6,21.8,424.0,Total,,,,,,,,,,"(32.83968109300048, -83.62758034599966)",BF,BF1,Q004,VALUE,13,Total,Total,OVR,OVERALL
2001,2001,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,24.7,24.7,,,18.4,32.3,325.0,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q004,VALUE,27,Total,Total,OVR,OVERALL
2013,2013,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,28.0,28.0,,,22.2,34.5,299.0,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q008,VALUE,53,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,56.3,56.3,,,50.7,61.8,720.0,,,,,,,,,Non-Hispanic Black,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,43.3,43.3,,,41.8,44.9,14768.0,Total,,,,,,,,,,,BF,BF1,Q007,VALUE,59,Total,Total,OVR,OVERALL
2014,2014,ME,Maine,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,54.7,55.0,,,47.9,61.4,268.0,Total,,,,,,,,,,"(45.254228894000505, -68.98503133599962)",BF,BF1,Q007,VALUE,23,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,33.0,33.0,,,25.9,41.1,819.0,,,,,,,,,2 or more races,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2009,2009,CT,Connecticut,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,21.1,21.1,,,16.5,26.6,379.0,Total,,,,,,,,,,"(41.56266102000046, -72.64984095199964)",BF,BF1,Q003,VALUE,9,Total,Total,OVR,OVERALL
2015,2015,KY,Kentucky,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,28.4,28.4,,,20.6,37.8,159.0,Total,,,,,,,,,,"(37.645970271000465, -84.77497104799966)",BF,BF1,Q001,VALUE,21,Total,Total,OVR,OVERALL
2010,2010,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,36.2,36.2,,,29.1,44.0,317.0,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q007,VALUE,51,Total,Total,OVR,OVERALL
2011,2011,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,35.3,35.3,,,27.7,43.7,211.0,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q004,VALUE,53,Total,Total,OVR,OVERALL
2014,2014,MS,Mississippi,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,30.7,31.0,,,20.9,42.6,101.0,Total,,,,,,,,,,"(32.745510099000455, -89.53803082499968)",BF,BF1,Q002,VALUE,28,Total,Total,OVR,OVERALL
2000,2000,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,12.1,12.1,,,9.7,14.9,3404.0,,,,,High school graduate,,,,,,,BF,BF1,Q004,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2002,2002,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,77.5,77.5,,,71.8,82.3,344.0,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q006,VALUE,56,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,34.7,34.7,,,32.6,36.9,5251.0,,,,,,,,Non-metropolitan,,,,BF,BF1,Q005,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
2010,2010,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,39.6,39.6,,,29.7,50.5,109.0,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q002,VALUE,44,Total,Total,OVR,OVERALL
2009,2009,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,47.0,47.0,,,39.5,54.5,323.0,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q007,VALUE,16,Total,Total,OVR,OVERALL
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,54.4,54.4,,,50.7,58.1,2807.0,,600 or greater,,,,,,,,,,BF,BF1,Q007,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2016,2016,WI,Wisconsin,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,19.9,19.9,,,14.4,26.8,205.0,Total,,,,,,,,,,"(44.39319117400049, -89.81637074199966)",BF,BF1,Q001,VALUE,55,Total,Total,OVR,OVERALL
2008,2008,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,32.3,32.3,,,27.2,37.7,410.0,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q007,VALUE,26,Total,Total,OVR,OVERALL
2012,2012,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,15.3,15.3,,,10.1,22.4,185.0,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q003,VALUE,19,Total,Total,OVR,OVERALL
2008,2008,IL,Illinois,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,33.8,33.8,,,29.7,38.3,1011.0,Total,,,,,,,,,,"(40.48501028300046, -88.99771017799969)",BF,BF1,Q007,VALUE,17,Total,Total,OVR,OVERALL
2012,2012,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,37.7,37.7,,,34.8,40.8,4103.0,,,,,,Male,,,,,,BF,BF1,Q002,VALUE,59,Gender,Male,GEN,MALE
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,32.6,32.6,,,29.4,36.0,2573.0,,,,,High school graduate,,,,,,,BF,BF1,Q007,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,22.6,22.6,,,17.4,28.8,299.0,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q004,VALUE,40,Total,Total,OVR,OVERALL
