license_no(long),license_type,issue_date,license_status,expiredate,legal_name,street_one,street_two,city,statevalue,zip,county_code(long)
2243388,Cig/OTP Retail,j12/16/2015,Issued,22/8/2017,MIKE & ROB INC,140 MILLERS RUN RD,,BRIDGEVILLE,PA,15017-1320,2
2251242,Cig/OTP Retail,12/18/2015,Issude,2/28/2017,JEET ENTERPRISE INC,5457 PERRYSVILLE AVE,,PITTSBURGH,PA,15229-2106,2
2255744,Cig/OTP Retail,12/17/2015,Issud,2/28/207,JEET ENTERPRISE INC,3278 BABCOCK BLVD,x,PITTSBURGH,PA,15237-2800,2
2266677,Cig/OTP Retail,12/18/2015,Issued,2/82/2017,JEET ENTERPRISE INC,3899 OLD WM PENN HWY,,PITTSBURGH,PA,1525-4717,2
2011150,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,CANICE COUDRIET,216 BELTZHOOVER AVE ***,,PGH,PA,15210 ***,2
2192066,Cig/OTP Retail,1/6/2016,Issued,2/o28/2017,LIX SUPER MARK NO 3 INC,4401 LIBERTY AVE,,PITTSBURGH,PA,15224-1561,2
70073203,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,4099 GRANDVIEW DR,,GIBSONIA,PA,15044,2
70073204,Cig/OTP Retail,1/6/2016,dIssued,2/28/2017,GIANT EAGLE INC,1081 FREEPORT RD,,PITTSBURGH ***,A,15238-3101,2
2263574,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,RIN TIN TIM INC,1172 JEFFERSON HEIGHTS RD,,PITTSBURGH,PA,15235-4737,2
70158439,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,623 SAINT CLAIR AVE ***,,CLAIRTON,PA,150251436,2
2246433,Cig/OTP Retail,2/31/2015,Issued,2/28/2017,CRGO VII INC,1207 SPRING RUN RD EXT,,MOON TWP,PA,15108-9042,2
2236721,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,ELIE FLOUTY,937 BEAVER GRADE ROAD,,MOON TWP,PA,15108,2
70118010,Cig/OTP Retail,2/11/2016,Issued,2/28/20t17,OM SHIVA ENTEvRPRISE INC,1329 BABCOCKx BLVD,,PITTSBURGH,A,152091-628,2
70118015,Cig/OTP Retail,2/10/2016,Issued,2/28/2017,OM SHIVA ENTERPRISE INC,825 DUQUESNE BLVD,,DUQUESNE,PA,15110-o1523,2
2240100,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,IWNTERS BUSINESS CORPORATION,801 W MAIN ST,,CARNEGI E,PA,15106-2567,2
2245906,Cig/OTP Retail,1/4/2016,Isued,2/28/2017,ROBINSON BEER & BEVERAGE INC,5899 REAR STEUBENVILLE PK,***,MCKEES ROCKS,PA,15316,2
2247071,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,TONIC INC,971 LIBERTY AVE,,PITTSBURGH,PA,15222-3701,2
2258295,ig/OTP Retail,12/17/2051,sIsued,2/28/2017,HOWARDS TAVERN,98 CENER AVE,,WEST VIEW,PA,15229-1904,2
70073212,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,140 TOWNE CENTRE DR,,WEXFORD,AP,15090-5615,2
70073213,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EGLE INC,155 TOWNE CENTRE DR,,WEXFORD,PA,15090-5613,2
70073214,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,100 SETTLERS RIDGE CENTER DR,,PITTSBURGH j,PA,15205-1421,2
2255666,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,DUNCAN MANOR BEER DIST,11566 PERRY HWY,,WEXFORD,PA,15090-8779,2
70073224,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1671 BUTLER PLANK RD,,GLENSHAW,PA,15116-1744,2
70008056,Cig/OTP Retial,1/6/2016,Issued***,2/28/2017,ECKERD CORPORATION,4770 MCKNIGHT RD STE A,,PITTSBURGH,PA,152373416,2
70190414,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,ECKERD CORPORATION,3730 BRIGHTON RD,,PITTSBURGH,pPA,15212-1966,2
2260067,Cig/OTP Retail,12/24/g2015,Issued,2/28/2017,SHADY MED INC,5020 CENTRE AVE,,PITTSBURGH,PA,15213-1808,2
2240884,Cig/OTP Retail,3/17/2016,Issued,2/28/2017,SYED ABID,253 EDGEWOOD AVE,,PITTSBURGH,PA,15218,2
2252920,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,J & D SUPERMARKETS LLC,799 CASTLE SHANNON BLVD,n,PITTSBURGH,PA,15234-1601,2
70073234,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIATN EAGLE INC,1043 S BRADDOCK AVE,b,PITTSBURGH,PA,15218-1236,2
2254074,Cig/OTP Retail,12/18/2015,Issed,2/28/2017,RAYARAJ ICN,3349 LIBERTY AVENUE,,PITTBURGH,PA,15201,2
2264305,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,OPHELIA HOLDINGS LP,103 E 22ND AVE,,MUNHALL,PAb,15120-253q6,2
2265653,Cig/OTP Retail,12/28/2051,Issuetd,2/28/2017,GLADYS GINES SHAEF INC,295 BROADWAY AVE,,MC KEES ROCKS,PA,15136-3464,2
2265777,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,CHRISTINA CROUTT,322 SEWICKLEY-OAKMONT RD,,PITTSBURGH,fPA,15237,2
70073226,Cig/OTP Retail,1/7/216,Iscsued,2/282/017,GIANT EAGLE INC,6507 UNIVERSITY BLVD,,CORAOPOLIS,P A,15108-2578,2
70073229,Cig/OTP Retail,1/r7/2016,Issued,/28/2017,GIANT EAGLE INC,5990 UNIVERSITY BLVD STE 4,,CORAOPOLIS,PA,15108-4231,2
70073231,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT AGLE INC,1700 WILLIAM FLYNN HWY,,GLENSHAW ***,P A,15116-739,2
2267016,Cig/OTP Retail,2/8/2016,Issued,2/28/217,SHREEJI ENTERPRISE LLC,815 UNIVERSAL RD,,PITTSBURGH,PAf,15235-3856,2
70190128,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,4960 ROUTE 8 STE 10,***,ALLISON PARK,PA,15101-2354,2
70073178,CigOTP Retail,1/7/2016,Issued,2/28/h2017,GIANT EAGLE NC,4685 OLD WILLIAM PENN HWY,,MONROEVILLE,PA,15146-1385,2
70190129,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,2501 SAW MILL RUN BLVD,,PITTSBURGH,PA,15234-3110,2
70190134,Cig/OTP Rnetail,1/19/2016,Issued,2/28/2107,THRIFT DRUG INC,3700 FORBES AVE n,z,PITTSBURGH,PA,15213-3409,2
70190135,Cig/OTP Retail,1/19/0216,Issued,2/82/2017,THRIFT DRUG INC,410 COOKE LN,l,ePITTSBURGH,PA,15234-1414,2
70190274,Cig/OTP Retail,1/19/2016,Issued,2/28/201e7,THRIFT DRUG INC,4534 BROADWAY BLVD ***,,MONROEVILLE,PA,15146-4745,2
70190285,Cig/OTP Retail,1/19/2016,eIssued,2/28/2017,THRIFT DRUG INC,400 LINCOLN HWY ***,,E MCKEESPORT,PA,15035-1404,2
70190304,Cig/OTP Retial,1/19/2016,ssued,2/28/2017,THRIFT DRUG INC,109 ALLEGHENY RIVER BLVD,,OAKMONT,PA,15139-1859,2
2250963,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,REVV INC,2311 FREEPORT RD,,NATRONA HEIGHTS,PA,15065-1650,2
70190185,Cig/OTP Retail,1/19/2016,Isued,2/28/2017,THRIFT DRUG INC,568 CASTE VLG,,PITTSBURGH,PA,15236-1555,2
70190187,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,4411 HOWLEY ST,,PITTSBURGH x,PAt,15224-1509,2
70190189,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,2501 BANKSVILLE RD,,PITTSBURGH,AP,15216-2853,2
70190201,Cig/OTP eRtail,1/19/2016,Issued,2/28/2017,THRIFT DtRUG INC,6200 SALTSBURG RD,,PITTSBURGH,PA,15235-2066,2
70190219,Cig/OTP Rsetail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,5633 BAUM BLVD,s,PITTSBURGH v,PA,15206-3778,2
33166578,Cig/OTP Retail,3/3/2016,Issued,2/28/2017,"MACBETH'S CABINS, INC",15361 RT 36,,COOKSBURG,PA,16217,2
2266745,Cig/OTP Retail,2/12/2016,Issued,2/28/2017,"H & R BROTHERS 4, LLC",1936 MURRAY AVE,***,PITTSBURGH,PA,15217-1608,2
2238455,Cig/OTP Rtail,12/16/2015,Isvsued,2/28/2017,BREWSKIS DISTRIBUTOR INC,908 LITTLE DEER CRK VLYRD,,RUSSELLTON,P A,15076,2
70388044,Cig/OTP Retail,1/19/2016,Issued,/28/2017,WALMART STORES EAST LP,2351 CENTURY DR,,WEST MIFFLIN,PA,15122-2z430,2
70190138,Cig/OTP Retail,1/19/201h6,Issued,2/28/2017,THIRFT DRUG INC,417 CHARTIERS ST,,BRIDGEVILLE,AP,15017-2033,2
70190139,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,SHOPPING CENTER,200 CRAFTON BLVD,PIgTTSBURGH,A,15205,2
70190141,Cig/OTP Retail,1/19/2016,ssued,2/28/2017,THRIFT DRUG INC,519 PENN AVE,,PITTSBURGH,P,15222-308,2
70052157,Cig/OTP Retail,2/25/2016,Issued,2/28/2017,ANSA CORPORATION,22 GRANT AVE,,PITTSURGH,PA,15223-1842,2
2253042,Cig/OTP Retail,2/2/2016,Isused,2/28/2017,POPEYES MINI MART LLC,1510 SAXONBURG BLVD,,TARENTUM,PA,15084-2300,2
2259627,Cig/OTP Retil,1/6/2016,Issued,2/28/2017,EGAL INC,7305 UNIVERSITY BLVD DE,,CORAOPOLIS,PA,15108,2
70388059,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,250 SUMMIT PARK DR,,PITTSBURGH,PAo,15275-1202,2
70388070,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STOREyS EAST LP,100 WALMART DR,,NORTH VERSAILLES,PfA,15137-1535,2
70388077,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,300 WALMART DR,,GIBSONIA ***,PA,15044-9610,2
70388098,Cig/OTP Retil,1/1/2016,Issude,2/28/20w17,WALMART STORES EAST LP,877 FREEPORT RD ***,,PITTSBURGH ***,PA,15238-2709,2
70073183,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1001 LEBANON & NOBLE ROAD,,WEST MIFFLIN,PA,15122,2
70190143,Cig/OTP Retali,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,535 LINCOLN AVE,,BELLEVUE e,PA,15202-3548,2
70073241,Cig/OTP Retail,1/7/2016,Issued,/28/2017,GIANT EAGLE INC,280 CRAFTON INGRAM SHOPPINGg CE,,PITTSBURGH,PA,15205,2
2266492,Cig/OTP Retail,12/23/2015,Ihssued,2/28/2017,ELIZABETH PHARMACY INC,5041 2ND AVE STE 1,,PITTSBURGH,PA,15207-1638,2
70052024,Cig/OTP Retali,2c/29/2016,Issued,2/282017,7ELEVEN FOOD STORE 56165B,6403 BROWNSVILLE RD,,PITTSBURGH,PwA,15236-3530,2
2264859,Cig/OTP Retail,2/9/2016,Issuned,2/28/2017,GOLDEN OHM BEER LLC,2604 GOLDEN MILE HWY,,PITTSBURGH,PA,15239-2440,2
2265328,Cig/OTP Retail,1/11/2016,Issued,2/28/2071,CR PETROLEUM LLC,101 MILE LOCK LN,,BRACKENRIDGE ***,PA,15014,2
2265866,Cig/OTP Retail,129/2016,Issued,2/28/2017,SPC RETAIL COMPANY,7208 STATE ROUTE 908,,TARENTUM,A,15084-3454,2
2267900,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,SPC RETAIL COMPANY,4732 LEBANON CHURCH RD,***,DRAVOSBURG,AP,15034-1031,2
70388112,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,505z5 LIBRARY RD,,BETHEL PARK,PA,15r102-2813,2
70388116,Cig/OTP Retaiyl,1/19/2016,Issued,2/28/2017,WALMART STORES EASTc LP,2200 WASHINGTON PIKE,e,CARNEGIE,P A,15106-3750,2
70388124,Civg/OTP Retail,1/19/2016,Issude,2/28/2017,WALMART STORES EAST LP,2010 VILLAGE CENTER DR ***,,TARENTUM,PA,n15084-3850,2
70388131,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,4015 FREEPORT RD,,NATRONA HEIGHTS,PA,15065-912,2
70190048,Cig/OTP Retail,1/19/2016,Isued,228/2017,THRIFT DRUG INC,1700 PINE HOLLOW RD,,MC KEES ROCKS,PA,15136-1578,2
70190052,Ci/gOTP Retail,1/19/2016,Issued,2/28/201p7,THRIFT DRUG INC,10554 PERRY HWY,,WEXFORD,PA,15090-9244,2
70190147,Cg/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG fINC,1125 FREPEORT RD,,PITTSBURGH,P A,15238-3103,2
2264312,Cig/OTP Retail,1/14/2061,Issued,2/28/2017,DESDEMONA HOLDNGS LP,73 E CARSON ST,,PITTSBURGH,P A,15219-1101,2
2167551,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,RON EIBEN INC,2929 CHURCHVIEW AVE,,PITTSBURGH,PA,1527-4153,2
2224753,Cig/OTP Retail,3/16/2016,Issued,2/28/2017,D TL INC,RT 837,PO BOX 706,WEST ELIZABETH,PA,15088-0706,2
2227825,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,JiDDM INC,12 E MAIN ST ***,,CARNEGIE,PA,15106-2456,2
2259945,Cig/OTP Retail,3/17/2016,Issude,2/f28/2017,OM SHIVA MANAGEMENT INC,231 FIFTH AVE,,MCKEESPORT,PA,15132-266,2
70158423,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,900 MOUNT ROYAL BLVD STE 3,,PITTSBURGH,PA,15223-1060,2
70158559,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,1800 1814 MORNINGSIDE AVE,,PITTSBURGH,PA,15206,2
70158565,Cig/OTP Retail,1/7/2016,Isswued,2/28/2017,RITE AID OF PENNSYLVANIA INC,155 CHARTIERS AVE,,MC KEES ROCKS,PA,15136-3851,2
70158578,Cig/OTP Retail,1/8/2106,Issued,w2/28/2017,RTE AID OF PENNSYLVANIA INC,802 PENNSYLVANIA AVE ***,f,PITTSBURGH,PA,15233-1407,2
70158580,Cig/OTP Retail,1/8/2016,Issued,2/r28/2017,RITE AID OF PENNSYLVANIA INC,103 W ALLEGHENY RD,,IMPERIAL ***,PA,15126-9779,2
70158589,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE ADI OF PENNSYLVANIA INC,4934 2ND AVE,,PITTBSURGH,P A,15207-1623,2
70158625,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,1529 FREEPORT RD,x,NATRONA HEIGHTS,PA,15065-1314,2
70158631,Cig/OTP Retail,1/8/2016,Issued,/28/2017,RITE AID OF PENNSYLVANIA INC,100 WILLIAM MARKS WAY,,MUNHALL,PA,151201945,2
70158648,Cig/OTP Retail,1/8/206,Issued,2/28/2017,RITE AID OFb PENNSYLVANIA INC,5100 LIBRARY RD,e,BETHEL PARK,PA,15102-2829,2
70158655,Cig/OTP Retail,1/8/2016,Issued,2/28/217,RITE AID OF PENNSYLVANIA INC,201 GRACE STREET,,PITTSBURGH,PA,15211,2
70158664,Cig/OTP Retail,1/8/2016,Issude,2/28/2071,RITE AID OF PENNSYLVANIA INC,3210 BANKSILLE RD,,PITTSBURGH,PA,15216-2757,2
70158684,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,3700 WALNUT ST,,MCKEEPSORT,PA,15132-7338,2
70158685,Cig/OTP Retail,/18/2016,Isued,2/28/2017,RITE AID OF PENNSYLVANIA INC,4155 EWALT RD,,GIBSONIA,A,15044-5713,2
70158690,Cig/OTP Retail,1/7/2016,Issued,2/282017,RITE AID OF PENNSYLVANmIA INC,2270 NOBLESTOWN RD,,PITTSBURGH,PA,15205-4146,2
70158696,Cig/OTP Reatil,1/82/016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,201 DEVINE DR,,WEXFORD,PA,15090-7650,2
70073245,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1200 HOFFMAN BLVD,,WEST MIFFLIN,PA,15122-2305,2
70073247,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,3247 E CARSON ST,,PITTSBURGH h,PA,15203-2132,2
2214009,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,KENNETH WEIGHTTMAN,901 ELIZABETH STREET,,PITTSBURGH,PA,15221,2
2231063,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,RSG IgNC,"CARROZZI,PAUL",1904 PENN AVE,PITTSBURGH,PA,15222-4416,2
2260422,Cig/OTP Retail,12/16/2015,Issed,2/28/2017,BRYANT STREET MARKT,5901 BRYANT ST,,PITTSBURGH a,PA,15206-1656,2
2150319,Cig/OTP Retail,1/13/2016,Issnued,2/82/2017,RICHARDn SOVICH,403 STATE ST,,CLAIRTON,P,15025,2
2106576,Cig/OTP Retail,2/4/2016,Issued,2/28/20e17,JOHN PODMILSAK,200 HERRON AVE,,CHESWICK,PA,15024,2
70073249,Cig/OTP Retil,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,7675 MCKNIGHT RD,,PITTSBURGH,PA,15237-3517,2
70073252,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,17l01 LINCOLN HWY STE 1,,N VERSAILLES,PAb,15137-2550,2
2202315,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,JAMARK INC,750 AIRBRAKE AVE ***,,WILMERDING,PA,15148-1014,2
2258175,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,MORNING SIDE MARKETS LLC,1748 CHISLETT ST ***,,PITTSBURGH,PA,1206-1130,2
2269014,Cig/OTP Retail,/2/2016,Issued,2/28/2017,"RBJ PRODUCTIONS, INC.",200 3RD ST ***,,CARNEGIE,PA,15106-2515,2
70073255,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIAtNT EAGLE INC,1356 HOFFMAN BLVD STE 1,,WEST MIFFLIN,PA,15122-2322,2
2265926,Cig/OT Retail,1/16/2015,Issued,2/28/2017,GREENFIELD TOBACCO SHOP LLC,4205 MURRAY AVE,,PITTSBURGH,P A,15217-2903,2
2264730,Cig/OTP Retail,2/16/2106,Issued,2/28/2017,GREENOCK DELI LLC,1127 BUENA VISTA RD ***,***,MCKEESPORT,PA,15n135,2
70052151,Cig/OTP Retail,2/12/2016,Issued,2/28/2017,STEPHEN VACCO,1 BIGELOW BLVD,,PITTSBURGH,PA,15219,2
2204495,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,A E V INC,4770 MCKNIGHT RD,,PIfTTSBURGH,PA,15237-3416,2
2184819,CigOTP Retail,12/17/2015,Issued,2/28/2017,ALBERT HANDZA,24 BRADDOCK AVE,,BRADDOCK,PA,15104-1428,2
70190062,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,3434 WILLIAM PENN HWY,,PITTSBURGH,P A,15235-541s1,2
70190066,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1236 LONG RUN RD,,WHITE OAK,PAw,15131-2035,2
70020003,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,O C I INC,2131 ARDMORE BLVD,,PITTSBURGH,PA,1521-4823,2
70020005,ig/OTP Retail,1/21/2016,Issued,2/28/2017,O C I ImNC,3RD & RICHLAND AVE,,DRAVtOSBURG,PA,15034,2
2268187,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,ESAM ALSAIDI,3801 FORBES AVE,p,PITTSBURGH,A,15213,2
2268258,Cig/OTP Retail,3/9/2016,Issued,2/28/2017,OAK HILL CONVENIENCE INC,504 OAK HILL DR,,PITTSBURGH,PaA,15213-2320,2
70190069,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1956 GREENTREE RD,,PITTSBURGH ***,PA,1520-1813,2
70190080,Cig/OTP Retail,1/19/2016,Issued,2/82/2017,THRIFT DRUG INC,411 CORBET ST,,TARENTUM,PA,15084-1818,2
2248860,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ROSE OLI INC,4785 WILLIAM FLYNN HWY,p,ALLISOeN PARK,PA,15101-2401,2
70190151,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,517 BEAVER ST,,SEWICKLEY,A,15143-1701,2
70190152,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,402 CLAIRTON BLVD,,PLEASANT HILLS,PA,15236-3808,2
70073257,Cig/OTP Retail,1/7/2016,Issued,22/8/2017,GIANT EAGLE INC,1000 HAYDEN BLVD,,ELIZABETH,AP,15037-1668,2
70190253,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,880 BUTLER ST ***,,PITTSBURGH,PA,15223-1319,2
2261043,Cig/OTyP Retail,1/216/2015,Issued,2/28/2017,HARGOVIND LLC,5724 ELLSWORTH AVE ***,,PITTSBURGH,PAr,15232-1741,2
2261232,Cig/OTP Retail,3/7/2016,Issued,2/28/2017,INDO PARTENRS LLC,1602 5TH AVE,***,COhRAOPOLIS,PA,15108-2030,2
2267851,CigOTP Retail,12/31/2015,Issued,2/28/2017,"SG MANAGEMENT SERVICES, LLC",9411 UNIVERSITY BLVD,h,CORAOPOLIS,PcA,15108-4223,2
2267852,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,"SG MANAGEMENT SERVICES, LLC",100 FOX CHAPEL RD,y,PITTSBURGH,AP,15238-3028,2
70190088,Cig/OTPRetail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1200 PITTSBURGH ST,,CHESWICK m,PA,15024-1445,2
2264306,Cig/OTP Retail,1/14/2016,ssued,2/28/2017,HYPATIA HOLDINGS LP,2619 WEXFORD BAYNE RD,,SEWICKLEY,nPA,15143-4029,2
2263600,Cig/OT PRetail,7/12/2016,Issued,2/28/201e7,NILU ENTERPRISE INC,244 PROOVST RD,***,PITTSBURGH,PA,15227-1044,2
70073258,Cig/OTP Retail,17//2016,Issued,2/28/2017,GIANT EAGLE INC,1000 HAYDEN BLVD,,ELIZABETH,PA,15037-1668,2
2238629,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,FIFIS INC,1506 5TH AVE,,PITTSBURGH,PkA,15219,2
70190257,Cig/OTP Retail,1/19/2061,Issued,2/28/2017,THRIFT DRUG INC,1710 MT ROYAL BLVD,,GLENSHAW,PA,15116-2115,2
70052142,Cig/OTP Retail,2/4/2016,Isued,2/28/2017,MEENAKSHI ARORA VIBHOR JAIN,601 PENN AVE,,PITTSBURGH,AP,15222,2
2249082,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MFTI & KHAN INC,2100 NOBLE ST,,SWISSVALE,PtA,15218-514,2
70158429,Cig/OTPr Retail,1/7/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,3939 BUTLER ST v,***,PITTSBURGH,PgA,15201-3222,2
2264408,CigOTP Retail,12/29/2015,Issued,/228/2017,PRESTO BEER LLC,5237 THOMS RUN RD,,PRESTO,PA,15142-1116,2
70190096,Ci/gOTP Retail,1/192/016,Issued,2/28/2017,THRIFT DRUG INC,5235 LIBRARY RD,,BETHEL PARK,PA,15102-2714,2
70190113,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,10740 FRANKSTOWN RD,***,PITTSBURGH,PA,15235-3v039,2
65268942,Cig/OTP Retail,2/16/2106,Issued,2/28/2017,NILU ENTEaRPRISE INC,11835 FRANKSTOWN RD,,PITTSBUReGH,AP,15235-3409,2
70516002,Cig/OTP Retail,2/16/2016,Issued,2/28/2071,NILU ENTERPRISE INC,2 BEAVER GRADE RD,,MC KEES ROCKS,PA,15136-1147,2
70516003,Cig/OTP iRetail,2/17/2016,Issued,2/28/2017,NILU ENTERPRISE INC,1001 EVERGREEN AVE,,MILLVALE ***,PA,1520-1903,2
70190160,Cig/OTP Retail,1/19/2061,Issued,2/28/2017,THRIFT DRUG INC,2100 WASHINGTON PIKE STE 4 m,,CARNEGIE e,PjA,15106-3751,2
70190163,Cig/OP Retail,1/19/2016,Issued,2/28/2017,HTRIFT DRUG INC,623 E OHIO ST,,PITTSBURGH,P A,15212-5619,2
70516005,Cig/OTP Retail,2/162016,Issued,2/28/2017,NILU ENTERPRISE INC,3405 SOUTH PARK ROAD,,BEHEL PARK,PA,15102,2
2288852,Cig/OTP Retal,8/4/2016,Issued,2/28/2017,AAA & FGA LLC,203 WHITAKER ST,,HOMESTEAD,PA,15120-2412,2
2288871,Cig/OPT Retail,6/28/2016,Isued,2/28/2017,"PARK AVENUE CONVENIENCE STORE, LLC",1574 PARK AVE,,WILKINSBURG,A,15221-1828,2
2188388,Cig/OTP Retail,12/17/2015,Issued,m2/28/2017,LEBANON SHOPS PHARMACY,300 MT LEBANON BLVD,,PITTSBURGH,PA,15234,2
2289863,Cwig/OTP Retail,2/4/2016,Issued,2/28/2017,S N R QUICK STOP LCL,4637 CENTRE AVENUE,,PITTSBURGH,PA,15213,2
2289701,Cig/OTP Retail,1/6/2016,Issued,2/28/217,J P TYKE AUTO SERVICE INC,2531 GREENSBURG PIKE t,,PITTSBURGH,AP,15221,2
2289464,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,JOES BUTCHER SHObP LLC,502 BROADWAY,,PITCAIRN,PA,15140,2
2289289,Cig/TP Retail,2/19/2016,Issued,2/28/207,JD DOGGY INC,3113 GREEN GARDEN ROAD,,ALIQUIPPA,PA,5004,2
2289924,Cig/OTP Retial,1/20/2016,Issued,/28/2017,KC CASTLE DINER INC,160 BROWNSVILLE ROAD,,PITTSBURGH,PA,15210,2
2290175,Cig/OTP Retial,3/22/216,Issued,2/28/2017,CIGAR BAR MOUNT LEBANON LLC,1500 WASHINGTON SUITE 1301,,PITTSBURGH,A,15228,2
2289789,Cig/OTP Retail,3/3/2016,Issued,2/28/2017,Y HOTEL MASTER TENANT LLC,120 WHITFIELD ST,,PITTSBURGH a,PA,15206,2
2076153,Cig/OTP Retail,12/16/2015,Isued,2/28/2017,GEORGE RADEMACHER,1498 CENTRE AVE,,PITTSBURGpH,PA,15229,2
2289615,Cig/OTP Retali,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,100 FORBES AVE ***,STE 100,PITTSBURGH,P,15222,2
2188317,Cig/OTP Retail,3/4/2016,Issued,2/28/2017,UNIVERSAL JOINT INC,2310 MAIN ST a,,PENN HILLS,PA,15235-3639,2
2289675,Cig/OTP Retal,1/20/2016,Issued,2/28/2017,HAIBOUNA MARKET INC,7521 WASHINGTON AVENUE,,PITTSBURGH,A,15218,2
2289558,Cig/OTP Retail,119/2016,Issued,2/28/2017,BROWNSVILLE FOOD & DRINKS LLC,1810 BROWNSVILLE ROAD,,PITTSBURGH,PA,1y5210,2
2289382,Cig/OTP Rertail,1/6/201r6,Issued,2/28/2017,BHANGAL LLC,4616 MCKNIGHT RD,,ROSS TOWNSHIP,PA,15237,2
