rowid,year,location_abbr,location_desc,data_source,priority_area_one,priority_area_two,priority_area_three,priority_area_four,category,topic,indicator,data_value_type,data_value_unit,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,confidence_interval_low,confidence_interval_high,break_out_category,break_out,category_id,topic_id,indicator_id,data_value_type_id,break_out_category_id,break_out_id,location_id,geo_location
NHANES~2001-2002~59~NH072~RAC02~Crude,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),26.9,26.9,NULL,NULL,24.1,29.9,Race,Non-Hispanic Black,C2,T13,NH072,Crude,BOC04,RAC02,59,NULL
NHANES~1999-2000~59~NH067~AGE02~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),176.0,176.0,NULL,NULL,171.0,182.0,Age,20-24,C2,T10,NH067,Crude,BOC03,AGE02,59,NULL
NHANES~2017-2018~59~NH074~AGE07~Crude,2017-2018,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),21.7,21.7,NULL,NULL,19.1,24.5,Age,35+,C2,T15,NH074,Crude,BOC03,AGE07,59,NULL
NHANES~2011-2012~59~NH603~GEN01~Crude,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),28.4,28.4,NULL,NULL,25.2,31.7,Gender,Male,C2,T13,NH603,Crude,BOC02,GEN01,59,NULL
NHANES~2015-2016~59~NH401~RAC02~Crude,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),28.7,28.7,NULL,NULL,25.5,32.2,Race,Non-Hispanic Black,C2,T11,NH401,Crude,BOC04,RAC02,59,NULL
NHANES~2007-2008~59~NH103~RAC04~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T21,NH103,Crude,BOC04,RAC04,59,NULL
NHANES~2011-2012~59~NH066~AGE02~Crude,2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),34.0,34.0,NULL,NULL,26.6,42.2,Age,20-24,C2,T10,NH066,Crude,BOC03,AGE02,59,NULL
NHANES~2015-2016~59~NH303~RAC02~Crude,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),57.2,57.2,NULL,NULL,53.7,60.7,Race,Non-Hispanic Black,C2,T10,NH303,Crude,BOC04,RAC02,59,NULL
NHANES~2003-2004~59~NH072~RAC01~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),33.0,33.0,NULL,NULL,30.2,35.9,Race,Non-Hispanic White,C2,T13,NH072,Crude,BOC04,RAC01,59,NULL
NHANES~2017-2018~59~NH401~RAC02~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Black,C2,T11,NH401,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2001-2002~59~NH061~GEN01~Age-Standardized,2001-2002,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Gender,Male,C2,T10,NH061,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2003-2004~59~NH301~GEN02~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),17.2,17.2,NULL,NULL,15.0,19.8,Gender,Female,C2,T10,NH301,Crude,BOC02,GEN02,59,NULL
NHANES~2013-2014~59~NH073~RAC04~Crude,2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),3628.0,3628.0,NULL,NULL,3477.0,3779.0,Race,Hispanic,C2,T12,NH073,Crude,BOC04,RAC04,59,NULL
NHANES~2003-2004~59~NH071~RAC04~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T13,NH071,Crude,BOC04,RAC04,59,NULL
NHANES~2009-2010~59~NH403~OVR01~Age-Standardized,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),69.3,69.3,NULL,NULL,66.9,71.7,Overall,Overall,C2,T11,NH403,AgeStdz,BOC01,OVR01,59,NULL
NHANES~1999-2000~59~NH002~OVR01~Crude,1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),2.1,2.1,NULL,NULL,1.7,2.6,Overall,Overall,C1,T5,NH002,Crude,BOC01,OVR01,59,NULL
NHANES~2013-2014~59~NH004~AGE06~Crude,2013-2014,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),11.1,11.1,NULL,NULL,8.9,13.7,Age,65+,C1,T3,NH004,Crude,BOC03,AGE06,59,NULL
NHANES~1999-2000~59~NH022~AGE07~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),61.1,61.1,NULL,NULL,55.5,66.5,Age,35+,C2,T9,NH022,Crude,BOC03,AGE07,59,NULL
NHANES~2015-2016~59~NH703~AGE07~Crude,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Crude,Percent (%),40.0,40.0,NULL,NULL,36.6,43.5,Age,35+,C2,T14,NH703,Crude,BOC03,AGE07,59,NULL
NHANES~2003-2004~59~NH070~RAC07~Age-Standardized,2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Age-Standardized,Percent (%),16.6,16.6,NULL,NULL,11.5,23.2,Race,Other,C2,T11,NH070,AgeStdz,BOC04,RAC07,59,NULL
NHANES~1999-2000~59~NH020~AGE05~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),37.9,37.9,NULL,NULL,33.7,42.4,Age,45-64,C2,T9,NH020,Crude,BOC03,AGE05,59,NULL
NHANES~1999-2000~59~NH063~AGE04~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),13.6,13.6,NULL,NULL,10.9,16.8,Age,25-44,C2,T10,NH063,Crude,BOC03,AGE04,59,NULL
NHANES~2005-2006~59~NH022~RAC04~Crude,2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH022,Crude,BOC04,RAC04,59,NULL
NHANES~2005-2006~59~NH203~RAC04~Age-Standardized,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH203,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2013-2014~59~NH002~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Age-Standardized,Percent (%),2.4,2.4,NULL,NULL,2.0,2.9,Race,Non-Hispanic White,C1,T5,NH002,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2003-2004~59~NH020~RAC03~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T9,NH020,Crude,BOC04,RAC03,59,NULL
NHANES~2005-2006~59~NH603~AGE04~Crude,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),35.0,35.0,NULL,NULL,30.7,39.6,Age,25-44,C2,T13,NH603,Crude,BOC03,AGE04,59,NULL
NHANES~2011-2012~59~NH021~RAC03~Crude,2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),70.9,70.9,NULL,NULL,64.4,76.7,Race,Non-Hispanic Asian,C2,T9,NH021,Crude,BOC04,RAC03,59,NULL
NHANES~2009-2010~59~NH021~AGE01~Crude,2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,18-24,C2,T9,NH021,Crude,BOC03,AGE01,59,NULL
NHANES~2009-2010~59~NH003~AGE06~Crude,2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),10.6,10.6,NULL,NULL,9.3,12.1,Age,65+,C1,T4,NH003,Crude,BOC03,AGE06,59,NULL
NHANES~2015-2016~59~NH005~GEN01~Age-Standardized,2015-2016,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),2.8,2.8,NULL,NULL,2.2,3.5,Gender,Male,C1,T6,NH005,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2007-2008~59~NH803~AGE07~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),78.1,78.1,NULL,NULL,75.6,80.4,Age,35+,C2,T15,NH803,Crude,BOC03,AGE07,59,NULL
NHANES~2001-2002~59~NH022~OVR01~Age-Standardized,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),51.0,51.0,NULL,NULL,47.6,54.5,Overall,Overall,C2,T9,NH022,AgeStdz,BOC01,OVR01,59,NULL
NHANES~2015-2016~59~NH063~AGE08~Crude,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),8.3,8.3,NULL,NULL,6.0,11.3,Age,75+,C2,T10,NH063,Crude,BOC03,AGE08,59,NULL
NHANES~2015-2016~59~NH603~RAC07~Age-Standardized,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),45.0,45.0,NULL,NULL,39.7,50.3,Race,Other,C2,T13,NH603,AgeStdz,BOC04,RAC07,59,NULL
NHANES~2007-2008~59~NH067~AGE06~Crude,2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),194.0,194.0,NULL,NULL,192.0,197.0,Age,65+,C2,T10,NH067,Crude,BOC03,AGE06,59,NULL
NHANES~2009-2010~59~NH020~RAC04~Crude,2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH020,Crude,BOC04,RAC04,59,NULL
NHANES~2007-2008~59~NH303~RAC04~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T10,NH303,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2003-2004~59~NH003~GEN02~Crude,2003-2004,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.8,2.8,NULL,NULL,2.1,3.6,Gender,Female,C1,T4,NH003,Crude,BOC02,GEN02,59,NULL
NHANES~2007-2008~59~NH003~RAC03~Crude,2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C1,T4,NH003,Crude,BOC04,RAC03,59,NULL
NHANES~1999-2000~59~NH020~AGE06~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),70.2,70.2,NULL,NULL,66.3,73.8,Age,65+,C2,T9,NH020,Crude,BOC03,AGE06,59,NULL
NHANES~2005-2006~59~NH024~RAC01~Age-Standardized,2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),29.1,29.1,NULL,NULL,25.9,32.4,Race,Non-Hispanic White,C2,T9,NH024,AgeStdz,BOC04,RAC01,59,NULL
NHANES~1999-2000~59~NH021~AGE07~Crude,1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),70.5,70.5,NULL,NULL,66.4,74.3,Age,35+,C2,T9,NH021,Crude,BOC03,AGE07,59,NULL
NHANES~2007-2008~59~NH021~RAC03~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T9,NH021,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2009-2010~59~NH060~RAC01~Age-Standardized,2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),26.8,26.8,NULL,NULL,24.9,28.8,Race,Non-Hispanic White,C2,T10,NH060,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2003-2004~59~NH022~OVR01~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),64.7,64.7,NULL,NULL,59.9,69.2,Overall,Overall,C2,T9,NH022,Crude,BOC01,OVR01,59,NULL
NHANES~2013-2014~59~NH701~GEN01~Crude,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),46.1,46.1,NULL,NULL,43.9,48.3,Gender,Male,C2,T14,NH701,Crude,BOC02,GEN01,59,NULL
NHANES~2011-2012~59~NH603~GEN01~Age-Standardized,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),28.7,28.7,NULL,NULL,26.0,31.6,Gender,Male,C2,T13,NH603,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2017-2018~59~NH024~RAC04~Age-Standardized,2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),27.3,27.3,NULL,NULL,24.8,29.9,Race,Hispanic,C2,T9,NH024,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2011-2012~59~NH072~AGE06~Crude,2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),28.2,28.2,NULL,NULL,24.6,32.0,Age,65+,C2,T13,NH072,Crude,BOC03,AGE06,59,NULL
NHANES~2005-2006~59~NH074~RAC07~Age-Standardized,2005-2006,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Age-Standardized,Percent (%),26.4,26.4,NULL,NULL,18.2,36.5,Race,Other,C2,T15,NH074,AgeStdz,BOC04,RAC07,59,NULL
NHANES~2003-2004~59~NH203~RAC04~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH203,Crude,BOC04,RAC04,59,NULL
NHANES~2007-2008~59~NH101~AGE04~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,25-44,C2,T21,NH101,Crude,BOC03,AGE04,59,NULL
